name,url,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString,full_address
Moonlight Cafe,https://www.ubereats.com/store/moonlight-cafe/MDY8S0I1RrWcf9lzoFs66g,"['Vegetarian', 'Vegan', 'Healthy', 'Group Friendly', 'Allergy Friendly']",4.8,64,$,47.59901,-122.30672,12063223378,98144,1919 S Jackson St,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday'], 'opens': '9:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday'], 'opens': '9:30', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday'], 'opens': '9:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday'], 'opens': '9:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday'], 'opens': '9:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '9:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '9:30', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '9:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '9:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '9:30', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98144', 'addressCountry': 'US', 'streetAddress': '1919 S Jackson St'}","{'@type': 'GeoCoordinates', 'latitude': 47.59901, 'longitude': -122.30672}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '64'}","Moonlight Cafe, 1919 S Jackson St, Seattle, WA, 98144"
Mawadda Cafe,https://www.ubereats.com/store/mawadda-cafe/wiHEmbYTRhug47kDPsGjVQ,"['Mediterranean', 'Middle Eastern', 'Greek']",4.7,31,$$,47.47634,-122.332985,12064621316,98168,14200 1st Ave S,Burien,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Burien', 'addressRegion': 'WA', 'postalCode': '98168', 'addressCountry': 'US', 'streetAddress': '14200 1st Ave S'}","{'@type': 'GeoCoordinates', 'latitude': 47.47634, 'longitude': -122.332985}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '31'}","Mawadda Cafe, 14200 1st Ave S, Burien, WA, 98168"
Yum Yum Cafe,https://www.ubereats.com/store/yum-yum-cafe/xlBh3YvTT_yaILrO6RJq4g,"['Chinese', 'Asian', 'Seafood', 'Cantonese', 'Noodles', 'Comfort Food']",4.5,56,"",47.505612,-122.333224,12062416054,98168,10850 Myers Way S,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '11:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '11:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98168', 'addressCountry': 'US', 'streetAddress': '10850 Myers Way S'}","{'@type': 'GeoCoordinates', 'latitude': 47.505612, 'longitude': -122.333224}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '56'}","Yum Yum Cafe, 10850 Myers Way S, Seattle, WA, 98168"
Grillbird,https://www.ubereats.com/store/grillbird/yc3LNtdCSV2CAYLWdnLBHQ,"['Vegetarian', 'Vegan', 'Healthy', 'Vegan Friendly', 'Asian', 'Asian Fusion', 'Rice-bowls', 'Kids Friendly', 'Group Friendly', 'Alcohol']",4.8,200,$,47.54452,-122.37676,12064024388,98126,6501 35th Avenue Southwest,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '19:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '19:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '19:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98126', 'addressCountry': 'US', 'streetAddress': '6501 35th Avenue Southwest'}","{'@type': 'GeoCoordinates', 'latitude': 47.54452, 'longitude': -122.37676}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '200'}","Grillbird, 6501 35th Avenue Southwest, Seattle, WA, 98126"
Daniel's Broiler - Leschi,https://www.ubereats.com/store/daniels-broiler-leschi/uTdGeKpsTWCI1GMy7TdVrw,"['American', 'Burgers', 'Sandwich', 'Salads', 'Seafood', 'Healthy']",4.4,50,"",47.6029782,-122.2842319,12063294191,98122,200 Lake Washington Blvd,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98122', 'addressCountry': 'US', 'streetAddress': '200 Lake Washington Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 47.6029782, 'longitude': -122.2842319}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '50'}","Daniel's Broiler - Leschi, 200 Lake Washington Blvd, Seattle, WA, 98122"
Moctezuma's Mexican Restaurant (Southcenter),https://www.ubereats.com/store/moctezumas-mexican-restaurant-southcenter/xm-hZ7MBQdW491kxtImDMA,"['Mexican', 'Vegetarian Friendly', 'Salads', 'Family Meals', 'Kids Friendly', 'New Mexican', 'Latin American', 'Healthy', 'Group Friendly']",4.3,69,$$,47.4581,-122.25742,12065574757,98188,1150 Southcenter Mall,Tukwila,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Tukwila', 'addressRegion': 'WA', 'postalCode': '98188', 'addressCountry': 'US', 'streetAddress': '1150 Southcenter Mall'}","{'@type': 'GeoCoordinates', 'latitude': 47.4581, 'longitude': -122.25742}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '69'}","Moctezuma's Mexican Restaurant (Southcenter), 1150 Southcenter Mall, Tukwila, WA, 98188"
Christo's On Alki,https://www.ubereats.com/store/christos-on-alki/rV4pptG-SU67iX2m6Zap9Q,"['Greek', 'American']",4.9,31,$$,47.5808715,-122.4057716,12069232200,98116,2508 Alki Ave SW,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '15:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:30', 'closes': '20:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98116', 'addressCountry': 'US', 'streetAddress': '2508 Alki Ave SW'}","{'@type': 'GeoCoordinates', 'latitude': 47.5808715, 'longitude': -122.4057716}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '31'}","Christo's On Alki, 2508 Alki Ave SW, Seattle, WA, 98116"
Exit 5 Korean BBQ,https://www.ubereats.com/store/exit-5-korean-bbq/Fr5BTfLJQDmykm8SMQnHzw,['Korean'],4.6,50,"",47.4983708,-122.2031067,14252917431,98056,911 N 10th Pl ste d,Renton,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Renton', 'addressRegion': 'WA', 'postalCode': '98056', 'addressCountry': 'US', 'streetAddress': '911 N 10th Pl ste d'}","{'@type': 'GeoCoordinates', 'latitude': 47.4983708, 'longitude': -122.2031067}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '50'}","Exit 5 Korean BBQ, 911 N 10th Pl ste d, Renton, WA, 98056"
Rachel’s Ginger Beer - Capitol Hill ,https://www.ubereats.com/store/rachels-ginger-beer-capitol-hill/Gd9d-pmgSq-Vxn3gXIzhaw,"['Juice and Smoothies', 'Breakfast and Brunch', 'Vegetarian', 'Alcohol']",,,$,47.61563,-122.31654,12064075268,98122,1610 12th Avenue,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98122', 'addressCountry': 'US', 'streetAddress': '1610 12th Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 47.61563, 'longitude': -122.31654}",{},"Rachel’s Ginger Beer - Capitol Hill , 1610 12th Avenue, Seattle, WA, 98122"
Koku Cafe + Market,https://www.ubereats.com/store/koku-cafe-%2B-market/xOiK53qZTeWkrjSujUwpOQ,"['Japanese', 'Asian', 'Sushi']",4.7,28,$,47.63203,-122.35703,12062851352,98109,1417 Queen Anne Ave N,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '17:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:0', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '17:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '9:0', 'closes': '19:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98109', 'addressCountry': 'US', 'streetAddress': '1417 Queen Anne Ave N'}","{'@type': 'GeoCoordinates', 'latitude': 47.63203, 'longitude': -122.35703}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '28'}","Koku Cafe + Market, 1417 Queen Anne Ave N, Seattle, WA, 98109"
Umi Cafe,https://www.ubereats.com/store/umi-cafe/meAam5nqS7C6fnhqcsw5gg,"['Asian', 'Asian Fusion', 'Bubble Tea', 'Group Friendly']",4.7,69,$,47.5285682,-122.0352336,14257771958,98027,80 SE Bush St,Issaquah,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '20:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'Issaquah', 'addressRegion': 'WA', 'postalCode': '98027', 'addressCountry': 'US', 'streetAddress': '80 SE Bush St'}","{'@type': 'GeoCoordinates', 'latitude': 47.5285682, 'longitude': -122.0352336}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '69'}","Umi Cafe, 80 SE Bush St, Issaquah, WA, 98027"
Pizzuto's Italian Cafe,https://www.ubereats.com/store/pizzutos-italian-cafe/Co02Y8vORseiMcMGdax67Q,"['Italian', 'Pasta', 'Comfort Food']",4.6,47,$,47.55605,-122.27004,12067226395,98118,5032 Wilson Ave S,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday'], 'opens': '17:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '17:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98118', 'addressCountry': 'US', 'streetAddress': '5032 Wilson Ave S'}","{'@type': 'GeoCoordinates', 'latitude': 47.55605, 'longitude': -122.27004}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '47'}","Pizzuto's Italian Cafe, 5032 Wilson Ave S, Seattle, WA, 98118"
Olive Tree Mediterranean Restaurant,https://www.ubereats.com/store/olive-tree-mediterranean-restaurant/hWGJSeyzRvuqfPyFboFLvA,"['Mediterranean', 'Salads', 'Vegetarian', 'Healthy', 'Group Friendly']",4.8,145,"",47.3601253,-122.1677522,12536304976,98030,12930 SE,Kent,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '15:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Kent', 'addressRegion': 'WA', 'postalCode': '98030', 'addressCountry': 'US', 'streetAddress': '12930 SE'}","{'@type': 'GeoCoordinates', 'latitude': 47.3601253, 'longitude': -122.1677522}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '145'}","Olive Tree Mediterranean Restaurant, 12930 SE, Kent, WA, 98030"
