link,name,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString,full_address
https://www.ubereats.com/store/taco-bell-1683-revere-beach-pkwy/3j5GttcJRyy9CLUrOtw9Ig,Taco Bell (1683 Revere Beach Pkwy),"['Burritos', 'Fast Food', 'Mexican']",4.5,200,$,42.4022023,-71.0422403,+16173893338,2149,1683 Revere Beach Pkwy,Everett,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '7:0', 'closes': '1:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '7:0', 'closes': '10:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '14:0', 'closes': '17:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '7:0', 'closes': '2:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '7:0', 'closes': '10:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '14:0', 'closes': '17:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Everett', 'addressRegion': 'MA', 'postalCode': '2149', 'addressCountry': 'US', 'streetAddress': '1683 Revere Beach Pkwy'}","{'@type': 'GeoCoordinates', 'latitude': 42.4022023, 'longitude': -71.0422403}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '200'}","Taco Bell (1683 Revere Beach Pkwy), 1683 Revere Beach Pkwy, Everett, MA, 2149"
https://www.ubereats.com/store/everyday-needs-by-gopuff/MOHO-vFETli5SiTMju4HQg,Everyday Needs by Gopuff,"['Snacks', 'Convenience', 'Everyday Essentials', 'Personal Care']",4.7,200,$,0,0,+18554007833,02127,371 Dorchester Ave.,Boston,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '0:0', 'closes': '23:59'}]","{'@type': 'PostalAddress', 'addressLocality': 'Boston', 'addressRegion': 'MA', 'postalCode': '02127', 'addressCountry': 'US', 'streetAddress': '371 Dorchester Ave.'}","{'@type': 'GeoCoordinates', 'latitude': 0, 'longitude': 0}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '200'}","Everyday Needs by Gopuff, 371 Dorchester Ave., Boston, MA, 02127"
https://www.ubereats.com/store/speedway-630-squire-rd/kbxxonRdXM-S0M_1i7Tv-g,Speedway (630 SQUIRE RD),"['Everyday Essentials', 'Convenience', 'Drinks', 'Snacks']",4.3,12,$,42.43107,-71.02327,+17812860427,2151,630 SQUIRE RD,Revere,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '0:0', 'closes': '23:59'}]","{'@type': 'PostalAddress', 'addressLocality': 'Revere', 'addressRegion': 'MA', 'postalCode': '2151', 'addressCountry': 'US', 'streetAddress': '630 SQUIRE RD'}","{'@type': 'GeoCoordinates', 'latitude': 42.43107, 'longitude': -71.02327}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '12'}","Speedway (630 SQUIRE RD), 630 SQUIRE RD, Revere, MA, 2151"
https://www.ubereats.com/store/pressed-acai-bowls-288-newbury-st/iG0dj9hUSSK6F43aInmyFQ,Pressed Acai Bowls (288 Newbury St),"['Juice and Smoothies', 'Healthy', 'Breakfast and Brunch', 'Açaí', 'Cafe', 'Vegan', 'Vegetarian']",4.9,16,$$,42.34881,-71.08447,+16176383240,2115,288 Newbury St,BOSTON,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '19:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'BOSTON', 'addressRegion': 'MA', 'postalCode': '2115', 'addressCountry': 'US', 'streetAddress': '288 Newbury St'}","{'@type': 'GeoCoordinates', 'latitude': 42.34881, 'longitude': -71.08447}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '16'}","Pressed Acai Bowls (288 Newbury St), 288 Newbury St, BOSTON, MA, 2115"
https://www.ubereats.com/store/acai-smoothie-bowls-by-livion-mass-ave/6CvdKGcSR6uwePuhuw_kpQ,Acai Smoothie Bowls by Livion (Mass Ave),"['Breakfast and Brunch', 'Vegetarian', 'Healthy', 'Juice and Smoothies', 'Allergy Friendly', 'Vegetarian', 'Vegan', 'Vegan Friendly', 'Bowls']",,,$,42.3437323,-71.0863244,+18573173868,02115,265 Massachussets Ave.,Boston,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:30', 'closes': '18:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Boston', 'addressRegion': 'MA', 'postalCode': '02115', 'addressCountry': 'US', 'streetAddress': '265 Massachussets Ave.'}","{'@type': 'GeoCoordinates', 'latitude': 42.3437323, 'longitude': -71.0863244}",{},"Acai Smoothie Bowls by Livion (Mass Ave) , 265 Massachussets Ave., Boston, MA, 02115"
https://www.ubereats.com/store/cobblestones/rLF7T5qeT7CXEjHyI8Nozg,Cobblestones,"['Salads', 'Juice and Smoothies', 'Healthy', 'Breakfast and Brunch']",5,24,"",42.35684,-71.07005,+16172025377,02114,30 Charles Street,Boston,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '18:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Boston', 'addressRegion': 'MA', 'postalCode': '02114', 'addressCountry': 'US', 'streetAddress': '30 Charles Street'}","{'@type': 'GeoCoordinates', 'latitude': 42.35684, 'longitude': -71.07005}","{'@type': 'AggregateRating', 'ratingValue': 5, 'reviewCount': '24'}","Cobblestones, 30 Charles Street, Boston, MA, 02114"
https://www.ubereats.com/store/on-fire-nutrition/QG1ODKASWFe9Wrz7R9SYBA,On Fire Nutrition,"['Burgers', 'American', 'Sandwiches', 'Allergy Friendly']",,,$,42.29524,-71.05645,+16175061018,02122,411 Adams Street,Boston,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '16:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '9:0', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '9:0', 'closes': '14:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Boston', 'addressRegion': 'MA', 'postalCode': '02122', 'addressCountry': 'US', 'streetAddress': '411 Adams Street'}","{'@type': 'GeoCoordinates', 'latitude': 42.29524, 'longitude': -71.05645}",{},"On Fire Nutrition, 411 Adams Street, Boston, MA, 02122"
https://www.ubereats.com/store/juice-press-109-seaport/CzsjYg3JQN6BYVNW9w57-A,Juice Press (109 Seaport),"['Healthy', 'Juice and Smoothies', 'Soup', 'Vegetarian', 'Breakfast and Brunch', 'Coffee and Tea', 'Açaí']",4.8,104,$$,42.3511862229096,-71.0454244910893,+16466482989,02210,109 Seaport Blvd,Boston,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '9:30', 'closes': '16:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '8:30', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '9:30', 'closes': '16:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Boston', 'addressRegion': 'MA', 'postalCode': '02210', 'addressCountry': 'US', 'streetAddress': '109 Seaport Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 42.351186222909604, 'longitude': -71.04542449108928}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '104'}","Juice Press (109 Seaport), 109 Seaport Blvd, Boston, MA, 02210"
https://www.ubereats.com/store/panini-world/aw0um2OWQpWcSEMt0ga-8w,Panini World,"['Sandwich', 'Vegetarian Friendly', 'Desserts', 'New American', 'Exclusive to Eats']",4.7,76,$,42.37204,-71.0389737,+16175671290,02128,75 Meridian St,Boston,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '9:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '7:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Boston', 'addressRegion': 'MA', 'postalCode': '02128', 'addressCountry': 'US', 'streetAddress': '75 Meridian St'}","{'@type': 'GeoCoordinates', 'latitude': 42.37204, 'longitude': -71.0389737}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '76'}","Panini World, 75 Meridian St, Boston, MA, 02128"
https://www.ubereats.com/store/richies-retail-slush-%26-food-inc/mwUMCahxSqWlVb3BRRYatw,Richie's Retail Slush &amp; Food Inc,"['Ice Cream &amp; Frozen Yogurt', 'Comfort Food', 'Desserts']",4.9,124,$,42.40288,-71.05713,+16173875874,02149,2084 Revere Beach Parkway,Everett,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '19:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Everett', 'addressRegion': 'MA', 'postalCode': '02149', 'addressCountry': 'US', 'streetAddress': '2084 Revere Beach Parkway'}","{'@type': 'GeoCoordinates', 'latitude': 42.40288, 'longitude': -71.05713}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '124'}","Richie's Retail Slush &amp; Food Inc, 2084 Revere Beach Parkway, Everett, MA, 02149"
https://www.ubereats.com/store/lotus-test-kitchen/JM0z72UmRf601dy8jvzEIw,Lotus Test Kitchen,"['Korean', 'Asian', 'BBQ']",4.5,20,"",42.3541,-71.05987,+16175427482,02111,25 Chauncy Street,Boston,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '19:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '19:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '19:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '19:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '19:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '19:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'Boston', 'addressRegion': 'MA', 'postalCode': '02111', 'addressCountry': 'US', 'streetAddress': '25 Chauncy Street'}","{'@type': 'GeoCoordinates', 'latitude': 42.3541, 'longitude': -71.05987}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '20'}","Lotus Test Kitchen, 25 Chauncy Street, Boston, MA, 02111"
https://www.ubereats.com/store/inspire-bowl-%26-tea/pOzm5ljeULKHN1rdi3l_qA,Inspire Bowl &amp; Tea,"['Açaí', 'Bowls', 'Juice and Smoothies', 'Healthy', 'Bubble Tea', 'Salads']",4.9,41,$,42.4466,-71.22631,+17819905285,02420,1686 Massachusetts Avenue,Lexington,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '9:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '10:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '9:0', 'closes': '19:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Lexington', 'addressRegion': 'MA', 'postalCode': '02420', 'addressCountry': 'US', 'streetAddress': '1686 Massachusetts Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 42.4466, 'longitude': -71.22631}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '41'}","Inspire Bowl &amp; Tea, 1686 Massachusetts Avenue, Lexington, MA, 02420"
https://www.ubereats.com/store/murls-kitchen/f3IM0Y92Rkmwp_0Bmov70Q,Murl’s Kitchen,"['Black-owned', 'Comfort Food', 'Caribbean', 'Cajun']",4.7,200,$,42.3044806,-71.0796564,+16175067331,02121,143 Washington St,Boston,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '13:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '13:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '13:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Boston', 'addressRegion': 'MA', 'postalCode': '02121', 'addressCountry': 'US', 'streetAddress': '143 Washington St'}","{'@type': 'GeoCoordinates', 'latitude': 42.3044806, 'longitude': -71.0796564}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '200'}","Murl’s Kitchen, 143 Washington St, Boston, MA, 02121"
https://www.ubereats.com/store/maxines-on-saint-james/g857_0Q-Qt-vz06VsI7hMg,Maxine's On Saint James,"['Cajun', 'Soul Food', 'Southern', 'Black-owned', 'Group Friendly']",4.5,150,$$,42.327964,-71.077526,+16174270927,02119,304 Dudley St,Boston,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Boston', 'addressRegion': 'MA', 'postalCode': '02119', 'addressCountry': 'US', 'streetAddress': '304 Dudley St'}","{'@type': 'GeoCoordinates', 'latitude': 42.327964, 'longitude': -71.077526}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '150'}","Maxine's On Saint James, 304 Dudley St, Boston, MA, 02119"
